"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"146","Urban",1,"Rented",3,1,"Cement","Stone","Metal","Yes","Electricity","No","Yes","No","No","No","No","No","No","Yes",798,100,354,1243,285,50,289,326,211,50,105,491
"147","Urban",3,"Rented",1,1,"Earth","Wood","Wood","Yes","Gas","No","Yes","No","No","No","No","Yes","No","No",2608,51,339,1156,413,217,335,237,248,174,503,334
"148","Urban",1,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","No","Yes","Yes","Yes",770,42,285,2651,162,86,281,173,208,48,210,348
"149","Urban",3,"Owned",5,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3032,27,418,4596,295,436,614,650,209,232,134,660
"150","Urban",2,"Rented",1,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","No","Yes","Yes",1768,47,636,3200,566,216,2450,519,362,276,716,721
"151","Urban",2,"Owned",4,2,"Other","Brick","Metal","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3975,42,530,8864,1601,327,1134,941,233,351,758,832
"152","Urban",1,"Rented",1,0,"Cement","Metal","Metal","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",859,83,433,835,391,33,257,305,225,68,85,726
"153","Urban",5,"Owned",1,1,"Earth","Brick","Metal","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","No","No",3694,29,679,2332,409,438,548,299,281,397,209,987
"154","Urban",3,"Owned",7,4,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes",4011,62,623,6518,629,423,751,1425,559,515,203,882
"155","Urban",2,"Owned",4,2,"Cement","Concrete","Wood","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",6440,78,1054,11558,4828,1281,4339,1525,1742,196,125,3432
"156","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3628,37,687,5225,904,643,2135,1619,505,675,307,1062
"157","Urban",3,"Owned",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4534,54,817,10496,1643,843,3353,1994,573,523,539,1342
"158","Urban",2,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",1534,12,105,2296,64,151,140,81,26,19,44,220
"159","Urban",4,"Owned",4,1,"Cement","Stone","Other","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3748,91,1322,2678,1579,316,1068,474,941,497,92,1508
"160","Urban",2,"Owned",5,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2657,44,612,6639,451,408,856,806,296,211,357,762
"161","Urban",2,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3455,56,751,9586,1727,641,2957,1949,736,408,669,1210
"162","Urban",4,"Rented",2,1,"Other","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3412,54,691,2757,282,188,493,362,146,395,333,850
"163","Urban",1,"Owned",4,2,"Cement","Stone","Tile","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2263,128,988,7352,2073,344,4493,1445,1369,437,496,3047
"164","Urban",2,"Owned",5,2,"Other","Brick","Concrete","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4746,76,1041,17364,2893,999,4702,2066,990,322,790,2214
"165","Urban",2,"Rented",3,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","No",2433,15,152,3900,286,331,210,660,112,31,45,347
"166","Urban",2,"Owned",6,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2547,20,223,4692,363,408,383,461,143,38,54,441
"167","Urban",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3034,51,883,4184,334,310,964,604,344,720,374,887
"168","Urban",1,"Owned",1,1,"Cement","Brick","Concrete","Yes","Petroleum","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1241,147,628,2121,364,100,622,561,378,146,1139,521
"169","Urban",1,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",1489,68,587,5851,1112,280,3091,1193,730,217,771,839
"170","Urban",2,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2841,57,677,3559,442,274,925,714,335,265,422,916
"171","Urban",1,"Rented",1,1,"Cement","Concrete","Other","Yes","Wood","No","Yes","No","No","No","Yes","No","No","No",1862,79,402,731,474,56,303,519,164,122,793,399
"172","Urban",3,"Owned",1,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2972,46,651,3143,403,246,760,1084,325,506,418,794
"173","Urban",1,"Owned",5,1,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","No","Yes","No",1416,37,279,8524,566,195,319,668,209,46,316,349
"174","Urban",5,"Owned",1,1,"Cement","Wood","Metal","Yes","Gas","No","Yes","No","No","Yes","No","Yes","No","Yes",4690,33,713,1421,995,637,677,137,793,237,125,498
"175","Urban",9,"Owned",3,3,"Cement","Concrete","Metal","Yes","Gas","No","No","No","No","Yes","Yes","No","Yes","No",7958,22,762,3612,1070,405,500,144,345,822,959,820
"176","Urban",1,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","Yes","Yes","No","No",1515,17,118,1372,446,77,145,56,193,20,91,285
"177","Urban",2,"Owned",3,1,"Cement","Brick","Other","Yes","Electricity","No","Yes","Yes","No","No","Yes","No","Yes","Yes",2998,187,1407,7297,1044,310,3948,1174,915,508,923,2633
"178","Urban",2,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","No","Yes","No","Yes",1437,33,255,2009,130,115,845,120,65,66,210,342
"179","Urban",4,"Free",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","No","Yes","No","No",2635,15,472,2445,158,209,259,98,112,496,136,607
"180","Urban",6,"Rented",1,1,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",5240,56,1277,3308,428,469,652,383,321,1429,349,959
"181","Urban",5,"Owned",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",5911,75,1492,9899,1688,961,4970,2556,1060,2036,819,1709
"182","Urban",2,"Owned",2,1,"Other","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",1558,26,296,2635,158,103,275,169,92,93,223,440
"183","Urban",1,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1577,25,235,4803,663,338,1055,418,233,33,163,481
"184","Urban",2,"Rented",4,2,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3540,138,534,3977,300,302,934,570,204,160,341,731
"185","Urban",6,"Owned",11,8,"Earth","Wood","Other","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","No",5776,111,617,1700,707,619,633,197,1033,269,143,456
"186","Urban",2,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",2179,13,147,3210,145,252,196,106,51,24,36,290
"187","Urban",1,"Rented",1,1,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","No","Yes","Yes","No","Yes",2707,104,454,1848,461,159,790,528,155,84,834,629
"188","Urban",4,"Owned",2,1,"Earth","Adobe","Metal","Yes","Other","No","Yes","No","No","No","No","Yes","Yes","Yes",3128,19,357,603,517,480,317,25,366,86,10,218
"189","Urban",2,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","No","No","No",1634,9,105,2921,67,197,116,101,29,22,35,196
"190","Urban",2,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2326,51,636,4513,679,400,2570,789,507,316,343,882
"191","Urban",2,"Rented",1,1,"Cement","Adobe","Concrete","Yes","Gas","No","No","No","No","No","No","No","Yes","No",2807,18,294,1591,313,252,229,20,196,89,85,344
"192","Urban",2,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","No","No","No",2075,27,346,2239,113,110,306,88,56,151,270,524
"193","Urban",2,"Free",2,1,"Earth","Adobe","Metal","No","Gas","No","Yes","No","No","No","No","No","Yes","Yes",1770,65,298,611,267,100,307,194,150,62,99,185
"194","Urban",4,"Owned",3,1,"Cement","Brick","Scrap","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4639,57,876,4166,297,370,633,469,191,523,246,1230
"195","Urban",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4367,62,1031,4554,403,518,2298,737,348,1116,388,1015
"196","Urban",1,"Rented",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","No","Yes",1480,219,386,1780,243,93,614,477,162,56,1023,381
"197","Urban",9,"Free",8,3,"Cement","Brick","Concrete","Yes","Petroleum","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8483,216,3075,9718,1666,932,6126,2536,1539,5454,1356,2534
"198","Urban",1,"Owned",5,1,"Cement","Brick","Other","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","No",2274,23,158,6182,530,312,204,700,184,31,71,425
"199","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3421,56,737,4159,367,327,893,696,311,429,333,959
"200","Urban",4,"Owned",4,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4841,152,683,4740,308,477,1143,628,313,326,233,946
"201","Urban",4,"Free",3,2,"Cement","Brick","Concrete","No","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",2763,53,718,3026,270,200,511,369,212,932,262,681
"202","Urban",6,"Rented",2,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3813,105,861,3378,513,289,3551,587,466,681,596,920
"203","Urban",11,"Rented",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",7729,132,2763,7437,1252,1060,4576,1857,1029,5048,942,2028
"204","Urban",1,"Owned",4,1,"Cement","Brick","Slate","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","No",2076,24,156,5839,453,280,221,672,176,35,77,422
"205","Urban",7,"Owned",6,4,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",6743,65,1229,6788,769,931,1480,1804,668,2170,361,1328
"206","Urban",7,"Owned",1,1,"Earth","Adobe","Metal","Yes","Wood","No","Yes","No","Yes","No","No","No","Yes","No",5695,160,709,588,498,339,399,235,231,411,323,257
"207","Urban",3,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3180,46,861,4512,920,493,2488,1431,619,1054,425,1076
"208","Urban",3,"Rented",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","No",3045,33,364,3666,210,308,541,708,121,164,192,592
"209","Urban",1,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2156,32,314,7926,1316,534,1135,1294,493,64,186,905
"210","Urban",3,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","No","Yes",3688,87,472,3580,221,359,753,443,176,163,245,794
"211","Urban",2,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",1678,12,133,3541,128,181,156,164,43,21,53,267
"212","Urban",1,"Owned",2,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","No","Yes","Yes",900,56,448,2319,221,126,435,463,247,112,516,387
"213","Urban",4,"Rented",2,1,"Cement","Brick","Other","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",2733,27,245,2725,113,163,260,98,59,102,93,471
"214","Urban",9,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",2917,40,712,2504,140,168,345,97,124,1186,245,640
"215","Urban",2,"Rented",1,1,"Earth","Wood","Wood","Yes","Gas","Yes","Yes","No","No","No","Yes","No","Yes","Yes",2630,129,324,1834,359,194,617,808,161,64,504,403
"216","Urban",4,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",3254,70,665,3765,166,190,495,135,165,840,218,707
"217","Urban",2,"Free",1,1,"Earth","Metal","Metal","No","Coal","No","Yes","No","No","No","No","No","No","Yes",1590,79,198,329,221,43,213,230,85,72,348,121
"218","Urban",3,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","No","No","No",2141,31,373,2201,84,110,235,74,63,296,160,511
"219","Urban",2,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",2208,32,401,5038,619,285,584,1158,271,172,348,616
"220","Urban",1,"Rented",1,0,"Cement","Brick","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2305,322,1290,5210,1106,173,4941,1001,1051,319,1700,2287
"221","Urban",2,"Rented",7,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3915,49,600,11956,2015,841,2332,1905,599,175,352,1217
"222","Urban",4,"Owned",4,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4098,57,471,4386,245,502,596,323,157,286,134,744
"223","Urban",10,"Owned",6,5,"Cement","Metal","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","No","Yes",5231,182,2286,5369,1928,453,4697,1334,1092,1643,264,3566
"224","Urban",6,"Free",1,1,"Earth","Cardboard","Scrap","No","Wood","No","Yes","No","No","No","Yes","No","No","No",5047,117,898,778,554,140,303,341,203,944,370,337
"225","Urban",2,"Rented",2,1,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2115,43,646,4604,1146,307,2590,1153,585,408,666,843
"226","Urban",2,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",1764,22,169,2038,81,131,187,82,37,64,113,310
"227","Urban",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",1480,153,531,2894,270,155,806,669,228,73,1279,429
"228","Urban",2,"Owned",1,0,"Cement","Brick","Concrete","Yes","Petroleum","No","No","No","No","No","No","Yes","Yes","No",1070,73,512,1488,125,71,223,92,160,332,484,357
"229","Urban",1,"Owned",1,1,"Other","Brick","Metal","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","Yes",1266,113,283,2175,258,68,365,519,116,53,579,346
"230","Urban",1,"Free",3,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1977,67,649,6762,1332,362,2511,1574,821,247,660,1129
"231","Urban",2,"Owned",4,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",2124,14,205,4058,159,246,216,219,87,80,80,371
"232","Urban",1,"Rented",1,0,"Earth","Metal","Metal","Yes","Petroleum","No","Yes","No","No","No","No","No","No","Yes",564,161,221,415,163,34,237,297,177,29,602,136
"233","Urban",3,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3230,29,458,3966,466,397,682,1419,311,290,213,743
"234","Urban",2,"Owned",3,3,"Cement","Brick","Concrete","Yes","Wood","Yes","Yes","No","No","No","Yes","Yes","No","Yes",2319,28,330,5013,409,195,377,623,153,204,329,628
"235","Urban",2,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",2300,18,208,3853,304,267,272,814,158,72,94,435
"236","Urban",3,"Owned",7,6,"Cement","Brick","Other","Yes","Gas","No","No","No","No","No","Yes","No","Yes","No",3037,21,233,6014,252,387,221,223,108,92,63,394
"237","Urban",3,"Rented",2,0,"Cement","Stone","Metal","Yes","Electricity","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1976,44,550,2489,739,170,317,374,236,139,74,1019
"238","Urban",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","Yes",1980,54,350,2946,355,161,652,744,164,90,616,553
"239","Urban",2,"Owned",5,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2386,73,853,5196,533,302,1162,824,469,354,629,884
"240","Urban",3,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",3875,60,759,4238,374,336,827,894,273,694,377,853
"241","Urban",1,"Owned",5,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",1178,71,524,4524,702,236,3025,655,547,159,647,680
"242","Urban",10,"Rented",1,0,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3836,44,1121,2880,247,286,578,304,226,1688,379,859
"243","Urban",2,"Rented",2,1,"Cement","Adobe","Metal","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","Yes",3093,22,407,1910,1396,338,534,92,1060,77,44,473
"244","Urban",2,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","No","No",2414,17,200,4224,289,287,256,772,141,71,90,432
"245","Urban",2,"Owned",5,2,"Cement","Brick","Concrete","Yes","Gas","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",2122,39,453,4906,744,333,1813,1103,488,261,241,760
"246","Urban",1,"Rented",4,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1234,81,652,4851,874,214,3439,676,690,192,979,683
"247","Urban",9,"Owned",6,4,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",6396,62,1731,7191,536,846,1401,967,473,2772,424,1589
"248","Urban",2,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",2788,59,406,2319,201,152,392,311,101,239,235,505
"249","Urban",2,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",2663,62,851,6346,975,449,3778,930,642,457,757,1023
"250","Urban",5,"Owned",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6282,82,1774,9600,1986,996,5052,2609,1227,3224,924,1807
"251","Urban",4,"Owned",2,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4086,74,669,4616,526,357,3294,635,333,436,600,986
"252","Urban",5,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","No","Yes","Yes","Yes",5500,43,762,6099,577,974,975,2058,639,773,162,1040
"253","Urban",6,"Free",5,3,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","No","Yes","Yes","Yes",4823,29,590,4594,351,619,481,759,345,770,114,742
"254","Urban",3,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4659,56,879,10027,1482,862,3583,1982,562,588,522,1362
"255","Urban",5,"Owned",4,2,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes",6794,216,1158,5418,584,647,1765,1051,598,661,482,1395
"256","Urban",5,"Owned",2,1,"Cement","Brick","Other","No","Gas","No","Yes","No","No","No","No","No","Yes","Yes",3189,88,717,1871,175,218,466,257,152,289,132,536
"257","Urban",9,"Owned",2,1,"Cement","Brick","Concrete","Yes","Petroleum","No","No","No","No","No","No","Yes","Yes","No",5149,55,921,3627,279,476,372,162,211,985,261,911
"258","Urban",6,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",5941,100,1382,6274,754,640,3655,1305,486,987,618,1702
"259","Urban",7,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","Yes",2631,27,570,2602,153,188,313,87,122,802,147,630
"260","Urban",6,"Owned",2,1,"Earth","Wood","Metal","Yes","Petroleum","No","Yes","No","No","No","Yes","Yes","Yes","Yes",6579,224,581,3123,506,478,681,525,392,151,374,693
"261","Urban",3,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","No","Yes","Yes","Yes",2161,8,244,2138,112,255,178,109,93,188,55,319
"262","Urban",3,"Owned",12,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4273,61,900,10206,1612,788,3957,2102,695,580,618,1385
"263","Urban",3,"Rented",4,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3095,39,809,5237,672,504,2519,805,424,787,411,875
"264","Urban",4,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","No","No","Yes",3145,52,662,2949,266,262,502,337,178,486,192,979
"265","Urban",7,"Owned",4,2,"Cement","Brick","Wood","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4963,95,1411,5170,801,890,2418,883,650,1316,290,1437
"266","Urban",4,"Owned",3,2,"Cement","Brick","Metal","Yes","Coal","No","Yes","No","No","No","No","Yes","Yes","Yes",5167,162,442,3641,319,191,614,216,303,208,659,373
"267","Urban",7,"Owned",6,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",5207,40,1093,5124,371,691,843,606,338,1855,179,1178
